srcip_mean,Dstip_mean,pro_mean,srcport_mean,dstport_mean,IPLen_mean,iat_mean,srcip_std,Dstip_std,pro_std,srcport_std,dstport_std,IPLen_std,iat_std,srcip_skew,Dstip_skew,pro_skew,srcport_skew,dstport_skew,IPLen_skew,iat_skew,srcip_kurt,Dstip_kurt,pro_kurt,srcport_kurt,dstport_kurt,IPLen_kurt,iat_kurt,srcip_entropy,Dstip_entropy,pro_entropy,srcport_entropy,dstport_entropy,IPLen_entropy,iat_entropy,srcip_distinct,Dstip_distinct,pro_distinct,srcport_distinct,dstport_distinct,IPLen_distinct,iat_distinct,srcip_q1,Dstip_q1,pro_q1,srcport_q1,dstport_q1,IPLen_q1,iat_q1,srcip_q2,Dstip_q2,pro_q2,srcport_q2,dstport_q2,IPLen_q2,iat_q2,srcip_q3,Dstip_q3,pro_q3,srcport_q3,dstport_q3,IPLen_q3,iat_q3
0.9509891313215351,0.7060294274576299,0.00024775344931888296,0.40527844528787776,0.8174577684463474,0.36192659477414674,0.04095988713883564,0.5344981645930387,0.6027074507558708,0.00018046143467176056,0.9369472094187236,0.9422847606072465,0.5507557263515054,0.13124572924111802,0.956138405482692,0.9586933769542174,0.40279826012412934,0.2599591990657019,0.010393518107112277,0.026274869299797714,0.023692237562437355,0.0009194137637917164,0.0008701672454894937,0.05343376163048293,0.03334994589524214,0.00012221329672936607,0.00024388600428158037,0.00036950981989525126,0.430506452876742,0.45002396261777056,0.22452165374828942,0.3976113782628274,0.38140204563223384,0.883401527984509,0.978317119171718,0.3333333333333333,0.3125,0.00010178117048346055,0.0003655972945800201,0.009732360097323601,0.26785714285714285,0.018234165067178502,1.0,0.7525676155352424,0.000274858528698464,0.0069643137871403865,0.014571889082595968,0.17491749174917492,0.00029379805812993674,0.9999999953592746,0.7525676155352424,0.00027196518845587763,0.0069643137871403865,0.5682894900885176,0.10738255033557047,0.002692231268622007,1.0,0.8446469837437959,0.0002655378703862795,0.9524923796914929,0.9524630541871921,0.17533333333333334,0.027173067076549096
0.8654429833541635,0.6448794152650651,0.00011087255206880706,0.1290525027978352,0.15113272012718815,0.3072468373413402,0.00996038451305876,0.3630559955886245,0.3974183228745884,8.263293831392152e-05,0.48500553562614057,0.3883646558297534,0.5329145377449381,0.10149123834681419,0.9659830419048494,0.9614847274445784,0.8462967543213995,0.6310588949444901,0.05473202811925518,0.028936862307576732,0.0708214194597889,0.0005616927047866131,0.0007747481322769422,0.49533867144142596,0.28809096047303223,0.0019359581782910384,0.00031768808448475925,0.00421101528278038,0.3045032471516016,0.3088947184411416,0.04497942701641617,0.4295987617988596,0.3954584542410199,0.5692946447542793,0.9750849044523914,0.5333333333333333,0.5,0.00010178117048346055,0.0010053925600950553,0.0267639902676399,0.5714285714285714,0.08829174664107485,0.8971789177502628,0.6751877988398046,9.700889248181083e-05,0.0069643137871403865,0.014571889082595968,0.132013201320132,3.903960567996232e-05,0.9999999931936028,0.6751877988398046,9.59877135726627e-05,0.10756170413457003,0.015475003116818351,0.10738255033557047,0.00016691933967005103,0.8909847881889813,0.7525676139054279,9.371924837162806e-05,0.10534499214877305,0.10534174876847291,0.142,0.001964743232008802
0.7756718435200068,0.6419830628812991,0.00021266018223267176,0.3149363608053455,0.5852475340452442,0.4662749961149313,0.007839038692014152,0.6062464929046613,0.5332974982306512,0.00021468988014606853,0.859677848489354,0.8800623532195362,0.6800054457996998,0.04086496192773205,0.9699295579368422,0.9599687531096555,0.4650758111520005,0.32518871047705106,0.01776457944830641,0.022415870728730188,0.047285098680986674,0.0003981077260081828,0.0008694511067130448,0.026363385744956527,0.04843684661030157,0.00016494580564498017,0.00013721158595442022,0.0019228238997340222,0.43447774764555686,0.4343365881009149,0.19064071362370993,0.468881328279027,0.4946769950357591,0.6732318235402844,0.9689940137203221,0.9333333333333333,1.0,0.0002035623409669211,0.0018279864729001006,0.04866180048661801,1.0,0.1343570057581574,0.5641795806215801,0.6751877997711272,9.700889248181083e-05,0.0069643137871403865,0.014571889082595968,0.17491749174917492,0.00012187364080853635,0.8971894387518813,0.7525676139054279,0.00027196518845587763,0.015610753026253733,0.09348896646303453,0.11782252050708426,0.0007735347510048632,0.8909847901185619,0.7525676155352424,0.0002655378703862795,0.9525231688167739,0.952493842364532,0.23533333333333334,0.003624426981172368
0.7091133178154965,0.6077090608618763,0.00011211379981149452,0.13433519161234928,0.22792726999615578,0.17468982630272953,0.016574526395489713,0.485915596676783,0.5098825804288469,8.890001257438437e-05,0.5413811278356043,0.4851493232644683,0.2743908055324775,0.04055272077936433,0.9863472647703031,0.9752184375657966,0.8168402351934355,0.5689206248086377,0.04243850425203757,0.047027767237753614,0.020124571035562956,0.00017485726813473587,0.0003629841421353735,0.41928337644889735,0.21612213014722148,0.001053611722314523,0.0014966928002052417,0.0002668309164149829,0.32988211901439535,0.3250280749192895,0.05579880615090863,0.5016430775084636,0.5298935493416707,0.6097969965987062,0.9948908416548936,0.4666666666666667,0.4375,0.00010178117048346055,0.0010053925600950553,0.0267639902676399,0.5,0.060460652591170824,0.5641795806215801,0.42458328172205556,9.700889248181083e-05,0.007310171356704921,0.03266339923028848,0.132013201320132,0.0004849920244087331,0.5641795780033776,0.7525676139054279,9.59877135726627e-05,0.015610753026253733,0.1066575239995013,0.12826249067859807,0.004566883102907885,0.8909847881889813,0.7525676139054279,9.371924837162806e-05,0.105375781274054,0.10538793103448275,0.084,0.014586798306882252
0.8234322603036334,0.688484333857824,0.00010708315232539956,0.13470597482822716,0.14259800709811027,0.10531148762108412,0.021007223593040983,0.45335816192705586,0.5364490970757239,0.00015050321913221215,0.557853826015038,0.3735786687686459,0.09930685935638847,0.05274328130912747,0.9757665370730049,0.9692211081825153,0.6278653715221089,0.580505149447505,0.060194240049886355,0.0284916441668441,0.023827494919609973,0.00024756950105899605,0.0004928248283906995,0.12720884956863174,0.22456383574433667,0.0023977055160394486,0.0003366706059449316,0.0004162843055548517,0.4554392272978831,0.5307585007586966,0.25874916984445706,0.5427942237601414,0.5307732735838389,0.5853752085288717,0.9861732208322441,0.5333333333333333,0.6875,0.0002035623409669211,0.0010967918837400603,0.024330900243309004,0.30357142857142855,0.046065259117082535,0.5641795806215801,0.5498855402809302,9.700889248181083e-05,0.01128753340669706,0.014571889082595968,0.132013201320132,0.0005640722512989197,0.9999999931936028,0.7525676139054279,9.59877135726627e-05,0.015610753026253733,0.015475003116818351,0.05965697240865026,0.006584429904137735,0.8909847901185619,0.8750000004365575,9.371924837162806e-05,0.10536038671141353,0.10535714285714286,0.05733333333333333,0.02632445616077504
0.8230297627499863,0.6343027312903616,0.00010190112985230653,0.07410650673820188,0.12888578251945573,0.42133721679690905,0.015947796060379812,0.3562642211378133,0.40971226576788544,2.223346089979647e-05,0.2938972538795168,0.29262242742677447,0.6822456663155881,0.08002662704648959,0.9723055687350686,0.9650792269119292,0.0,1.0,0.07413214435074783,0.023139030184948225,0.034973180578039345,0.000571470241070869,0.000849203072829723,0.9574849261235575,1.0,0.00408819165891709,0.0001543507419910411,0.0008803744960133266,0.2708878302816783,0.3063026217385219,0.033306093478971795,0.39260015941441,0.3948364284321941,0.5485875119800581,0.9664648082607528,0.3333333333333333,0.375,0.00010178117048346055,0.0007311945891600402,0.019464720194647202,0.2857142857142857,0.04030710172744722,0.7294213395706597,0.5489388782412137,9.700889248181083e-05,0.0069643137871403865,0.014571889082595968,0.132013201320132,2.6276657669205405e-05,0.7294213361856156,0.7525676139054279,9.59877135726627e-05,0.0069643137871403865,0.09362922328886672,0.07009694258016405,0.00022673001760284168,0.8909847881889813,0.7525676139054279,9.371924837162806e-05,0.10542196496197544,0.10543411330049261,0.24866666666666667,0.0020751051942194763
0.7808663504711354,0.5808495068494566,0.00011046116974891374,0.47596937218528346,0.6874385515199927,0.09709205444090196,0.07511773635529713,0.5151872804998214,0.6650129909755264,0.00010818935307152058,0.9980527076820042,0.9724030841474743,0.07773991805328025,0.14544566600982542,0.9769238095674622,0.9810524957377459,0.7120848933485827,0.22482300866782506,0.014802626421964152,0.023405741918866334,0.015770476338456338,0.0002480376650043312,0.00030366835738891446,0.26025084164133244,0.028647169614548218,0.00013117982989514852,0.00016931698730664985,0.00015733236719265323,0.6602287446301544,0.6602287446301541,0.195061098154587,0.544496892316685,0.4875342443114065,0.5894285393710106,0.9999999999999998,0.4666666666666667,0.4375,0.0002035623409669211,0.00045699661822502514,0.012165450121654502,0.14285714285714285,0.015355086372360844,0.607679328359172,0.45731978315331967,9.700889248181083e-05,0.0069643137871403865,0.014571889082595968,0.132013201320132,0.000321325985211991,0.9999999935029844,0.7525676148367505,9.59877135726627e-05,0.03219619556673479,0.006903752649295599,0.05965697240865026,0.043156031794255215,0.8909847892915989,0.7525676148367505,9.371924837162806e-05,0.9702423104159611,0.9702124384236454,0.052,0.08299419761347877
0.6254566704103507,0.4260166578417579,0.0001244236417661057,0.5474348896923964,0.7159692870326357,0.19787857285810453,0.05461543513672393,0.8161544667180161,0.7692542071577367,0.0001331561381230369,0.9765309374247182,0.9730920939028828,0.4578023131339633,0.0970559382445116,0.9828799360435273,0.9856038964665305,0.6788828509421926,0.17783308214680485,0.013484789698028273,0.03782297275917936,0.019218866355751003,0.00012999178639074265,0.00019650140197609848,0.15152857775808595,0.029926097083439837,0.0001240603976612971,0.000657978938621126,0.0002539730882041833,0.6068437815745424,0.5967864796925826,0.15030283789864604,0.5369635946004585,0.45083903141587917,0.7653882601359613,0.9999999999999998,0.4,0.375,0.00010178117048346055,0.00045699661822502514,0.012165450121654502,0.17857142857142858,0.016314779270633396,0.2103779070599175,0.15832359987737696,9.700889248181083e-05,0.0069643137871403865,0.014571889082595968,0.14273927392739275,0.007565112306434816,0.9999999953592746,0.25278285500891107,9.59877135726627e-05,0.9032620657129382,0.006903752649295599,0.10738255033557047,0.0431328833101181,0.8909847901185619,0.7525676155352424,9.371924837162806e-05,0.9756304073401275,0.9756003694581281,0.056,0.05585291278001524
0.7635926265624271,0.5885746234768476,0.00010336733315953395,0.5502043703820154,0.8992535875332417,0.06091370558375635,0.2051570067833817,0.4358249750912277,0.4247385516869538,0.0,0.9427887235987504,0.9425674862161667,0.007655605898832623,0.28222117226361143,0.9864972594311421,0.9838403329756131,0.49444890190810614,0.2077335125899104,0.010737173504432495,0.013403179650433694,0.006403303024812945,0.00010908918532832528,0.00017279107412264053,0.0,0.028181412688182694,0.00011565737816146551,4.1840674006560205e-05,4.35042630402301e-05,0.9999999999999998,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999996,0.06666666666666667,0.0625,0.0,9.139932364500503e-05,0.0024330900243309003,0.017857142857142856,0.0009596928982725527,0.6731330406384092,0.506578127331235,9.700889248181083e-05,0.31619635277472097,0.6615983026874116,0.1443894389438944,0.10592101937415505,0.7820886902326079,0.5885746234768476,9.59877135726627e-05,0.5502043703820154,0.545419835431991,0.06935123042505593,0.2051570067833817,0.793906960574505,0.6705711196224604,9.371924837162806e-05,0.7679385141168139,0.7679148706896551,0.03283333333333333,0.30439299419260835
0.8865822986165237,0.6776643274765611,0.00010982779148200482,0.27743672378556833,0.26861855882012875,0.09153430489602096,0.22285514904870987,0.4710817641939899,0.7241608952401882,0.00016782790517446403,0.8391876986453077,0.6400446769215914,0.07291511879141786,0.4015834046024462,0.9600215458224315,0.9719397469164078,0.6106378177076257,0.37036495604197656,0.0358950398776292,0.025054548654126877,0.018783241199842166,0.0006690829608621686,0.00037417339647291927,0.09940864429159645,0.06518847029285975,0.0006829973725246847,0.0002092968112006846,0.00022058810876381685,0.9166666666666664,0.9166666666666664,0.5391675944228979,0.8333333333333331,0.8333333333333331,0.8333333333333331,0.9999999999999996,0.4,0.375,0.0002035623409669211,0.00045699661822502514,0.012165450121654502,0.08928571428571429,0.0067178502879078695,0.9948284013599162,0.6064048708315019,8.084074373484237e-05,0.00522323534035529,0.010928916811946975,0.1254125412541254,0.05256219935124177,0.9999999777245181,0.7525676147203352,9.59877135726627e-05,0.0627731488759629,0.04972104475751153,0.07755406413124534,0.08788440873265925,0.8909847888781173,0.8750000626023393,9.371924837162806e-05,0.3131600418732104,0.09786022167487685,0.049,0.25854285422561185
